airpressure,rain,rdesc,winddirect,windpower,temperature,humidity,windspeed,rcode,feelst,updatetime,phenomena,Date,Hour
9999,0,Success,东北风,微风,19.6,50,,200,18.5,2022/11/2 12:10,晴,20221102,12
9999,0,Success,西北风,微风,19.7,52,,200,18.9,2022/11/2 13:10,晴,20221102,13
9999,0,Success,东北风,微风,21.1,45,,200,20.1,2022/11/2 14:10,晴,20221102,14
9999,0,Success,东北风,微风,20.3,48,,200,19.2,2022/11/2 15:05,晴,20221102,15
9999,0,Success,9999,微风,19.7,52,,200,19,2022/11/2 16:10,晴,20221102,16
9999,0,Success,东北风,微风,18.5,58,,200,17.3,2022/11/2 17:05,晴,20221102,17
9999,0,Success,东北风,微风,17.5,62,,200,16.1,2022/11/2 18:10,晴,20221102,18
9999,0,Success,东北风,微风,16.8,64,,200,15.6,2022/11/2 19:10,晴,20221102,19
9999,0,Success,东北风,微风,16.3,66,,200,14.9,2022/11/2 20:10,晴,20221102,20
9999,0,Success,9999,微风,15.9,69,,200,15.1,2022/11/2 21:10,晴,20221102,21
9999,0,Success,9999,微风,15.8,71,,200,15.1,2022/11/2 22:10,晴,20221102,22
9999,0,Success,9999,微风,15.4,75,,200,14.8,2022/11/2 23:10,晴,20221102,23
9999,0,Success,9999,微风,15,78,,200,14.4,2022/11/3 00:10,晴,20221103,0
9999,0,Success,9999,微风,14.9,80,,200,14.3,2022/11/3 01:10,晴,20221103,1
9999,0,Success,9999,微风,14.7,82,,200,14.1,2022/11/3 02:10,晴,20221103,2
9999,0,Success,9999,微风,14.5,83,,200,13.9,2022/11/3 03:10,晴,20221103,3
9999,0,Success,9999,微风,14.5,84,,200,13.9,2022/11/3 04:10,晴,20221103,4
9999,0,Success,9999,微风,14.6,84,,200,14,2022/11/3 05:10,晴,20221103,5
9999,0,Success,9999,微风,14.4,87,,200,13.8,2022/11/3 06:10,晴,20221103,6
9999,0,Success,9999,微风,14.7,90,,200,14.2,2022/11/3 07:10,晴,20221103,7
9999,0,Success,东北风,微风,16.2,78,,200,15.3,2022/11/3 08:10,晴,20221103,8
9999,0,Success,东北风,微风,17.5,66,,200,16.7,2022/11/3 09:10,晴,20221103,9
9999,0,Success,东南风,微风,18.9,59,,200,17.9,2022/11/3 10:10,晴,20221103,10
9999,0,Success,西北风,微风,19,59,,200,17.9,2022/11/3 11:10,晴,20221103,11
9999,0,Success,东南风,微风,19.3,55,,200,18.2,2022/11/3 12:10,晴,20221103,12
9999,0,Success,西南风,微风,19.5,53,,200,18.4,2022/11/3 13:10,晴,20221103,13
9999,0,Success,西南风,微风,19,53,,200,18.1,2022/11/3 14:10,晴,20221103,14
9999,0,Success,9999,微风,18.9,52,,200,18.1,2022/11/3 15:10,晴,20221103,15
9999,0,Success,东南风,微风,18.7,49,,200,17.5,2022/11/3 16:10,晴,20221103,16
9999,0,Success,西北风,微风,18.2,53,,200,17.3,2022/11/3 17:10,晴,20221103,17
9999,0,Success,东北风,微风,17.3,57,,200,16.3,2022/11/3 18:10,晴,20221103,18
9999,0,Success,东北风,微风,16.8,57,,200,15.6,2022/11/3 19:10,晴,20221103,19
9999,0,Success,9999,微风,16.5,64,,200,15.7,2022/11/3 20:10,晴,20221103,20
9999,0,Success,9999,微风,16.4,60,,200,15.5,2022/11/3 21:10,晴,20221103,21
9999,0,Success,西北风,微风,16.3,62,,200,15.2,2022/11/3 22:10,晴,20221103,22
9999,0,Success,9999,微风,16.1,65,,200,15.3,2022/11/3 23:10,晴,20221103,23
9999,0,Success,9999,微风,15.9,69,,200,15.2,2022/11/4 00:10,晴,20221104,0
9999,0,Success,9999,微风,15.5,73,,200,14.8,2022/11/4 01:10,晴,20221104,1
9999,0,Success,西北风,微风,15.3,75,,200,14.4,2022/11/4 02:10,晴,20221104,2
9999,0,Success,9999,微风,15.7,78,,200,15,2022/11/4 03:10,晴,20221104,3
9999,0,Success,9999,微风,15.2,88,,200,14.7,2022/11/4 04:10,晴,20221104,4
9999,0,Success,9999,微风,15.7,79,,200,15,2022/11/4 05:10,多云,20221104,5
9999,0,Success,东北风,微风,16,72,,200,15.1,2022/11/4 06:15,多云,20221104,6
9999,0,Success,东北风,微风,16.1,74,,200,15.2,2022/11/4 07:10,多云,20221104,7
9999,0,Success,东北风,微风,16.1,67,,200,14.3,2022/11/4 08:10,多云,20221104,8
9999,0,Success,东北风,微风,16.1,62,,200,14.8,2022/11/4 09:10,多云,20221104,9
9999,0,Success,东北风,微风,17.6,54,,200,16.6,2022/11/4 10:10,多云,20221104,10
9999,0,Success,东南风,微风,17,50,,200,15.9,2022/11/4 11:05,多云,20221104,11
9999,0,Success,东北风,微风,17,48,,200,15.3,2022/11/4 12:10,多云,20221104,12
9999,0,Success,西北风,微风,17.3,47,,200,15.8,2022/11/4 13:10,多云,20221104,13
9999,0,Success,东北风,微风,17.8,45,,200,16.5,2022/11/4 14:10,多云,20221104,14
9999,0,Success,东北风,微风,16.8,47,,200,15.5,2022/11/4 15:10,多云,20221104,15
9999,0,Success,东南风,微风,16.1,46,,200,14.7,2022/11/4 16:10,多云,20221104,16
9999,0,Success,东北风,微风,15.3,50,,200,13.9,2022/11/4 17:05,多云,20221104,17
9999,0,Success,东北风,微风,14.3,52,,200,12.8,2022/11/4 18:20,多云,20221104,18
9999,0,Success,西北风,微风,14.1,52,,200,12.7,2022/11/4 19:10,多云,20221104,19
9999,0,Success,东北风,微风,13.9,51,,200,12.6,2022/11/4 20:10,多云,20221104,20
9999,0,Success,东北风,微风,13.7,52,,200,12.3,2022/11/4 21:10,多云,20221104,21
9999,0,Success,9999,微风,13.5,55,,200,12.5,2022/11/4 22:05,多云,20221104,22
9999,0,Success,西北风,微风,13.8,55,,200,12.5,2022/11/4 23:10,晴,20221104,23
9999,0,Success,9999,微风,13.7,57,,200,12.6,2022/11/5 00:10,晴,20221105,0
9999,0,Success,9999,微风,13.3,59,,200,12.3,2022/11/5 01:10,晴,20221105,1
9999,0,Success,9999,微风,12.8,63,,200,11.8,2022/11/5 02:05,晴,20221105,2
9999,0,Success,9999,微风,12.3,66,,200,11.3,2022/11/5 03:10,晴,20221105,3
9999,0,Success,9999,微风,11.9,69,,200,10.9,2022/11/5 04:10,晴,20221105,4
9999,0,Success,9999,微风,11.7,73,,200,10.8,2022/11/5 05:10,晴,20221105,5
9999,0,Success,西北风,微风,11.9,73,,200,10.7,2022/11/5 06:10,晴,20221105,6
9999,0,Success,东南风,微风,12.9,68,,200,11.8,2022/11/5 07:10,晴,20221105,7
9999,0,Success,西北风,微风,13.5,65,,200,12.4,2022/11/5 08:10,晴,20221105,8
9999,0,Success,东南风,微风,14.5,58,,200,13.1,2022/11/5 09:10,晴,20221105,9
9999,0,Success,东北风,微风,16.4,44,,200,14.7,2022/11/5 10:10,晴,20221105,10
9999,0,Success,东北风,微风,16.8,45,,200,15.3,2022/11/5 11:05,晴,20221105,11
9999,0,Success,东北风,微风,17.2,46,,200,15.9,2022/11/5 12:10,晴,20221105,12
9999,0,Success,西南风,微风,17.4,44,,200,16.3,2022/11/5 13:10,晴,20221105,13
9999,0,Success,西北风,微风,18,41,,200,16.6,2022/11/5 14:10,晴,20221105,14
9999,0,Success,东北风,微风,17.8,44,,200,16.6,2022/11/5 15:10,晴,20221105,15
9999,0,Success,西北风,微风,17,44,,200,15.7,2022/11/5 16:10,晴,20221105,16
9999,0,Success,东北风,微风,16.3,50,,200,15.2,2022/11/5 17:10,多云,20221105,17
9999,0,Success,9999,微风,15.9,50,,200,14.9,2022/11/5 18:10,多云,20221105,18
9999,0,Success,东北风,微风,15.4,54,,200,14.2,2022/11/5 19:10,多云,20221105,19
9999,0,Success,东北风,微风,15.1,55,,200,13.9,2022/11/5 20:10,多云,20221105,20
9999,0,Success,9999,微风,14.7,57,,200,13.7,2022/11/5 21:10,多云,20221105,21
9999,0,Success,9999,微风,14.4,58,,200,13.3,2022/11/5 22:10,多云,20221105,22
9999,0,Success,9999,微风,14,61,,200,13,2022/11/5 23:10,晴,20221105,23
9999,0,Success,9999,微风,13.6,62,,200,12.7,2022/11/6 00:10,晴,20221106,0
9999,0,Success,9999,微风,13.2,65,,200,12.3,2022/11/6 01:10,晴,20221106,1
9999,0,Success,9999,微风,12.9,64,,200,11.9,2022/11/6 02:10,晴,20221106,2
9999,0,Success,9999,微风,12.6,67,,200,11.7,2022/11/6 03:10,晴,20221106,3
9999,0,Success,9999,微风,12.5,68,,200,11.6,2022/11/6 04:10,晴,20221106,4
9999,0,Success,9999,微风,12.5,69,,200,11.6,2022/11/6 05:10,晴,20221106,5
9999,0,Success,9999,微风,12.6,69,,200,11.7,2022/11/6 06:10,晴,20221106,6
9999,0,Success,9999,微风,12.9,70,,200,12,2022/11/6 07:10,晴,20221106,7
9999,0,Success,9999,微风,13.9,67,,200,13,2022/11/6 08:10,晴,20221106,8
9999,0,Success,东南风,微风,15.4,56,,200,14.3,2022/11/6 09:10,晴,20221106,9
9999,0,Success,东南风,微风,16.9,47,,200,15.8,2022/11/6 10:10,晴,20221106,10
9999,0,Success,9999,微风,17.9,42,,200,16.9,2022/11/6 11:10,晴,20221106,11
9999,0,Success,东南风,微风,18.6,34,,200,16.9,2022/11/6 12:10,晴,20221106,12
9999,0,Success,9999,微风,18.7,36,,200,17.6,2022/11/6 13:10,晴,20221106,13
9999,0,Success,西北风,微风,19.6,33,,200,18.2,2022/11/6 14:05,晴,20221106,14
9999,0,Success,西北风,微风,19.2,36,,200,18,2022/11/6 15:10,晴,20221106,15
9999,0,Success,9999,微风,18.4,47,,200,17.5,2022/11/6 16:10,晴,20221106,16
9999,0,Success,9999,微风,17,56,,200,16.1,2022/11/6 17:10,晴,20221106,17
9999,0,Success,西北风,微风,16.1,60,,200,15.1,2022/11/6 18:10,晴,20221106,18
9999,0,Success,西南风,微风,15.4,63,,200,14.3,2022/11/6 19:10,晴,20221106,19
9999,0,Success,9999,微风,14.9,67,,200,14.1,2022/11/6 20:10,晴,20221106,20
9999,0,Success,9999,微风,14.5,70,,200,13.7,2022/11/6 21:10,晴,20221106,21
9999,0,Success,9999,微风,14.5,72,,200,13.7,2022/11/6 22:10,晴,20221106,22
9999,9999,Success,9999,微风,14.3,76,,200,13.6,2022/11/6 23:05,晴,20221106,23
9999,0,Success,9999,微风,13.9,80,,200,13.2,2022/11/7 00:05,晴,20221107,0
9999,0,Success,9999,微风,13.7,83,,200,13,2022/11/7 01:10,晴,20221107,1
9999,0,Success,9999,微风,13.5,84,,200,12.8,2022/11/7 02:05,晴,20221107,2
9999,0,Success,9999,微风,13.3,87,,200,12.6,2022/11/7 03:10,晴,20221107,3
9999,0,Success,9999,微风,13.3,88,,200,12.6,2022/11/7 04:10,晴,20221107,4
9999,0,Success,9999,微风,13.1,91,,200,12.5,2022/11/7 05:10,晴,20221107,5
9999,0,Success,9999,微风,13.2,92,,200,12.6,2022/11/7 06:10,晴,20221107,6
9999,0,Success,9999,微风,13.4,94,,200,12.9,2022/11/7 07:10,晴,20221107,7
9999,0,Success,9999,微风,15,90,,200,14.4,2022/11/7 08:10,晴,20221107,8
9999,0,Success,西北风,微风,17.1,78,,200,16.3,2022/11/7 09:10,晴,20221107,9
9999,0,Success,西北风,微风,19,68,,200,18.3,2022/11/7 10:05,晴,20221107,10
9999,0,Success,东北风,微风,20.5,57,,200,19,2022/11/7 11:05,晴,20221107,11
9999,0,Success,西北风,微风,20.8,55,,200,19.8,2022/11/7 12:10,晴,20221107,12
9999,0,Success,东南风,微风,21.1,53,,200,20,2022/11/7 13:10,晴,20221107,13
9999,0,Success,东南风,微风,21.9,50,,200,20.9,2022/11/7 14:10,晴,20221107,14
9999,0,Success,东北风,微风,21.1,54,,200,20.2,2022/11/7 15:10,晴,20221107,15
9999,0,Success,东南风,微风,20.5,55,,200,19.8,2022/11/7 16:10,晴,20221107,16
9999,0,Success,9999,微风,18.9,59,,200,18.2,2022/11/7 17:10,晴,20221107,17
9999,0,Success,9999,微风,18,63,,200,17.3,2022/11/7 18:05,晴,20221107,18
9999,0,Success,9999,微风,17.5,68,,200,16.9,2022/11/7 19:10,晴,20221107,19
9999,0,Success,9999,微风,17,76,,200,16.4,2022/11/7 20:05,晴,20221107,20
9999,0,Success,9999,微风,16.6,82,,200,16,2022/11/7 21:10,晴,20221107,21
9999,0,Success,9999,微风,16.5,84,,200,16,2022/11/7 22:10,晴,20221107,22
9999,0,Success,9999,微风,15.9,87,,200,15.5,2022/11/7 23:10,晴,20221107,23
Empty result,202,,,,,,,,,,,20221108,0
9999,0,Success,9999,微风,15.3,89,,200,14.8,2022/11/8 01:10,晴,20221108,1
9999,0,Success,9999,微风,15.1,90,,200,14.6,2022/11/8 02:10,晴,20221108,2
9999,0,Success,9999,微风,14.9,91,,200,14.4,2022/11/8 03:15,晴,20221108,3
9999,0,Success,9999,微风,14.9,90,,200,14.4,2022/11/8 04:10,晴,20221108,4
9999,0,Success,9999,微风,14.7,91,,200,14.2,2022/11/8 05:05,晴,20221108,5
9999,0,Success,9999,微风,14.5,93,,200,14,2022/11/8 06:10,晴,20221108,6
9999,0,Success,9999,微风,14.6,94,,200,14.2,2022/11/8 07:10,晴,20221108,7
9999,0,Success,9999,微风,15.8,89,,200,15.3,2022/11/8 08:10,晴,20221108,8
9999,0,Success,9999,微风,17.8,76,,200,17.3,2022/11/8 09:10,晴,20221108,9
9999,0,Success,东北风,微风,20.4,59,,200,19.7,2022/11/8 10:10,晴,20221108,10
9999,0,Success,东北风,微风,21.4,52,,200,20.3,2022/11/8 11:10,晴,20221108,11
9999,0,Success,东北风,微风,21.7,51,,200,20.8,2022/11/8 12:10,晴,20221108,12
9999,0,Success,东北风,微风,21.8,50,,200,20.8,2022/11/8 13:05,晴,20221108,13
9999,0,Success,东北风,微风,22.2,49,,200,21.2,2022/11/8 14:10,晴,20221108,14
9999,0,Success,东北风,微风,21.4,52,,200,20.4,2022/11/8 15:10,晴,20221108,15
9999,0,Success,东南风,微风,20.7,55,,200,19.8,2022/11/8 16:05,晴,20221108,16
9999,0,Success,东南风,微风,19.2,68,,200,18.5,2022/11/8 17:10,晴,20221108,17
9999,0,Success,东北风,微风,18.2,76,,200,17.1,2022/11/8 18:10,晴,20221108,18
9999,0,Success,西北风,微风,17.5,79,,200,16.9,2022/11/8 19:05,晴,20221108,19
9999,0,Success,9999,微风,17.1,83,,200,16.6,2022/11/8 20:10,晴,20221108,20
9999,0,Success,9999,微风,16.9,86,,200,16.5,2022/11/8 21:05,晴,20221108,21
9999,0,Success,9999,微风,16.6,89,,200,16.2,2022/11/8 22:10,晴,20221108,22
9999,0,Success,9999,微风,16.3,91,,200,15.9,2022/11/8 23:10,晴,20221108,23
9999,0,Success,9999,微风,16,90,,200,15.6,2022/11/9 00:10,晴,20221109,0
9999,0,Success,9999,微风,15.8,89,,200,15.4,2022/11/9 01:10,晴,20221109,1
9999,0,Success,9999,微风,15.8,90,,200,15.4,2022/11/9 02:05,晴,20221109,2
9999,0,Success,9999,微风,15.9,93,,200,15.5,2022/11/9 03:10,晴,20221109,3
9999,0,Success,9999,微风,15.9,96,,200,15.6,2022/11/9 04:05,晴,20221109,4
9999,0,Success,9999,微风,16,99,,200,15.7,2022/11/9 05:10,晴,20221109,5
9999,0,Success,9999,微风,16,100,,200,15.7,2022/11/9 06:10,晴,20221109,6
9999,0,Success,9999,微风,16.6,100,,200,16.4,2022/11/9 07:10,晴,20221109,7
9999,0,Success,9999,微风,18.2,100,,200,18,2022/11/9 08:10,晴,20221109,8
9999,0,Success,9999,微风,19.4,96,,200,19.2,2022/11/9 09:05,晴,20221109,9
9999,0,Success,9999,微风,20.6,88,,200,20.4,2022/11/9 10:05,晴,20221109,10
9999,0,Success,东北风,微风,21.3,83,,200,20.6,2022/11/9 11:10,多云,20221109,11
9999,0,Success,东北风,微风,21.9,74,,200,21.4,2022/11/9 12:10,多云,20221109,12
9999,0,Success,东北风,微风,22.7,69,,200,22,2022/11/9 13:10,多云,20221109,13
9999,0,Success,东北风,微风,22.5,69,,200,21.9,2022/11/9 14:10,多云,20221109,14
9999,9999,Success,东北风,微风,22.1,74,,200,21.5,2022/11/9 15:10,多云,20221109,15
9999,0,Success,9999,微风,22,73,,200,21.7,2022/11/9 16:05,多云,20221109,16
9999,0,Success,东北风,微风,21,81,,200,20.6,2022/11/9 17:05,多云,20221109,17
9999,0,Success,9999,微风,20.7,84,,200,20.4,2022/11/9 18:05,多云,20221109,18
9999,0,Success,9999,微风,20.4,89,,200,20.2,2022/11/9 19:10,多云,20221109,19
9999,0,Success,9999,微风,19.8,93,,200,19.7,2022/11/9 20:05,晴,20221109,20
9999,0,Success,9999,微风,19.6,97,,200,19.5,2022/11/9 21:10,晴,20221109,21
9999,0,Success,9999,微风,19.5,99,,200,19.4,2022/11/9 22:10,晴,20221109,22
9999,0,Success,9999,微风,19.5,100,,200,19.5,2022/11/9 23:10,晴,20221109,23
9999,0,Success,9999,微风,19.5,100,,200,19.5,2022/11/10 00:10,晴,20221110,0
9999,0,Success,9999,微风,19.3,100,,200,19.3,2022/11/10 01:05,晴,20221110,1
9999,0,Success,9999,微风,19,100,,200,18.9,2022/11/10 02:05,晴,20221110,2
9999,0,Success,东北风,微风,18.7,100,,200,18.3,2022/11/10 03:10,晴,20221110,3
9999,0,Success,9999,微风,18.7,100,,200,18.6,2022/11/10 04:05,晴,20221110,4
9999,0,Success,东北风,微风,18.8,100,,200,18.5,2022/11/10 05:10,晴,20221110,5
9999,0,Success,9999,微风,18.7,100,,200,18.6,2022/11/10 06:10,晴,20221110,6
9999,0,Success,9999,微风,18.7,100,,200,18.6,2022/11/10 07:05,晴,20221110,7
9999,0,Success,9999,微风,19.1,100,,200,19,2022/11/10 08:10,晴,20221110,8
9999,0,Success,9999,微风,19.8,98,,200,19.7,2022/11/10 09:10,晴,20221110,9
9999,0,Success,9999,微风,22.5,81,,200,22.4,2022/11/10 10:10,晴,20221110,10
9999,0,Success,东南风,微风,24.2,67,,200,23.4,2022/11/10 11:05,晴,20221110,11
9999,0,Success,东南风,微风,24.8,60,,200,24.2,2022/11/10 12:05,晴,20221110,12
9999,0,Success,东南风,微风,25.4,57,,200,24.9,2022/11/10 13:05,晴,20221110,13
9999,0,Success,东北风,微风,25.6,66,,200,25.1,2022/11/10 14:05,晴,20221110,14
9999,0,Success,9999,微风,24.5,71,,200,24.3,2022/11/10 15:10,晴,20221110,15
9999,0,Success,东北风,微风,22.9,78,,200,22.3,2022/11/10 16:05,晴,20221110,16
9999,0,Success,东北风,微风,21.3,87,,200,20.9,2022/11/10 17:05,晴,20221110,17
9999,0,Success,东北风,微风,20.9,89,,200,20.5,2022/11/10 18:10,晴,20221110,18
9999,0,Success,东北风,微风,20.6,91,,200,20.3,2022/11/10 19:10,晴,20221110,19
9999,0,Success,9999,微风,20.4,94,,200,20.3,2022/11/10 20:10,晴,20221110,20
9999,0,Success,东北风,微风,20.5,95,,200,20.2,2022/11/10 21:10,晴,20221110,21
9999,0,Success,东北风,微风,20.6,94,,200,20.2,2022/11/10 22:05,晴,20221110,22
9999,0,Success,9999,微风,20.7,95,,200,20.7,2022/11/10 23:05,晴,20221110,23
9999,0,Success,9999,微风,20.6,98,,200,20.6,2022/11/11 00:10,晴,20221111,0
9999,0,Success,9999,微风,20.7,99,,200,20.7,2022/11/11 01:05,晴,20221111,1
9999,0,Success,9999,微风,20.7,100,,200,20.8,2022/11/11 02:05,晴,20221111,2
9999,0,Success,9999,微风,20.8,100,,200,20.7,2022/11/11 03:10,晴,20221111,3
9999,0,Success,9999,微风,20.8,100,,200,20.8,2022/11/11 04:05,晴,20221111,4
9999,0,Success,东风,微风,20.7,100,,200,20.6,2022/11/11 05:05,多云,20221111,5
9999,0,Success,东南风,微风,20.5,100,,200,20.3,2022/11/11 06:05,多云,20221111,6
9999,0,Success,9999,微风,20.5,100,,200,20.5,2022/11/11 07:05,多云,20221111,7
9999,0,Success,东北风,微风,20.7,100,,200,20.4,2022/11/11 08:10,晴,20221111,8
9999,0.5,Success,9999,微风,20.7,100,,200,20.8,2022/11/11 09:10,小雨,20221111,9
9999,1,Success,9999,微风,20.7,100,,200,20.8,2022/11/11 10:10,小雨,20221111,10
9999,0.1,Success,东南风,微风,20.9,100,,200,20.7,2022/11/11 11:05,小雨,20221111,11
9999,0.1,Success,9999,微风,21,100,,200,20.9,2022/11/11 12:10,小雨,20221111,12
9999,0.1,Success,9999,微风,21.5,100,,200,21.5,2022/11/11 13:10,小雨,20221111,13
9999,0.1,Success,东北风,微风,21.4,100,,200,21.2,2022/11/11 14:05,小雨,20221111,14
9999,0,Success,9999,微风,21.6,100,,200,21.6,2022/11/11 15:05,多云,20221111,15
9999,0,Success,9999,微风,21.7,99,,200,21.7,2022/11/11 16:05,多云,20221111,16
9999,0,Success,9999,微风,21.4,100,,200,21.5,2022/11/11 17:05,晴,20221111,17
9999,0,Success,9999,微风,21.3,100,,200,21.3,2022/11/11 18:05,晴,20221111,18
9999,0,Success,东北风,微风,21.1,100,,200,21,2022/11/11 19:05,晴,20221111,19
9999,0,Success,东北风,微风,21,99,,200,20.8,2022/11/11 20:05,晴,20221111,20
9999,0,Success,9999,微风,20.9,100,,200,20.9,2022/11/11 21:05,晴,20221111,21
9999,0,Success,西北风,微风,20.7,100,,200,20.6,2022/11/11 22:05,晴,20221111,22
9999,0,Success,9999,微风,20.4,100,,200,20.4,2022/11/11 23:10,晴,20221111,23
9999,0,Success,西北风,微风,20.7,100,,200,20.6,2022/11/12 00:10,晴,20221112,0
9999,0,Success,9999,微风,21,100,,200,21,2022/11/12 01:10,晴,20221112,1
9999,0,Success,9999,微风,21,100,,200,21.1,2022/11/12 02:10,多云,20221112,2
9999,0,Success,9999,微风,20.9,100,,200,20.9,2022/11/12 03:05,多云,20221112,3
9999,0,Success,9999,微风,21,100,,200,21.1,2022/11/12 04:10,多云,20221112,4
9999,0,Success,9999,微风,21,100,,200,21.1,2022/11/12 05:10,多云,20221112,5
9999,0,Success,9999,微风,21,100,,200,21,2022/11/12 06:05,多云,20221112,6
9999,0,Success,9999,微风,21.1,100,,200,21.2,2022/11/12 07:05,多云,20221112,7
9999,0,Success,9999,微风,21.4,100,,200,21.5,2022/11/12 08:10,多云,20221112,8
9999,0,Success,9999,微风,21.9,100,,200,22,2022/11/12 09:10,多云,20221112,9
9999,0,Success,9999,微风,23.2,94,,200,23.2,2022/11/12 10:10,多云,20221112,10
9999,0,Success,东北风,微风,24.5,84,,200,24,2022/11/12 11:10,多云,20221112,11
9999,0,Success,西北风,微风,25.1,80,,200,25,2022/11/12 12:10,多云,20221112,12
9999,0,Success,东北风,微风,25.5,75,,200,25.1,2022/11/12 13:05,多云,20221112,13
9999,0,Success,东北风,微风,25.8,72,,200,24.3,2022/11/12 14:05,多云,20221112,14
Empty result,202,,,,,,,,,,,20221112,15
9999,0,Success,9999,微风,24.6,83,,200,24.6,2022/11/12 16:10,多云,20221112,16
9999,0,Success,西南风,微风,23.4,90,,200,23.2,2022/11/12 17:10,晴,20221112,17
9999,0,Success,9999,微风,22.7,94,,200,22.8,2022/11/12 18:10,晴,20221112,18
9999,0,Success,西北风,微风,22.1,97,,200,21.9,2022/11/12 19:10,晴,20221112,19
9999,0,Success,9999,微风,21.8,98,,200,21.8,2022/11/12 20:10,晴,20221112,20
9999,0,Success,9999,微风,21.9,99,,200,22,2022/11/12 21:10,晴,20221112,21
9999,0,Success,9999,微风,22.3,88,,200,22.2,2022/11/12 22:10,晴,20221112,22
9999,0,Success,9999,微风,22.4,88,,200,22.3,2022/11/12 23:05,阴,20221112,23
9999,0,Success,西北风,微风,21,91,,200,20.6,2022/11/13 00:05,阴,20221113,0
9999,0.3,Success,东北风,微风,19.4,92,,200,18.7,2022/11/13 01:10,小雨,20221113,1
9999,0,Success,西南风,微风,17.2,98,,200,16.5,2022/11/13 02:10,阴,20221113,2
9999,0,Success,东南风,微风,16.7,94,,200,16.1,2022/11/13 03:05,阴,20221113,3
9999,0,Success,东南风,微风,16.2,91,,200,15.2,2022/11/13 04:05,阴,20221113,4
9999,0,Success,西北风,微风,16.1,86,,200,15.3,2022/11/13 05:05,阴,20221113,5
9999,0,Success,东北风,微风,15.8,87,,200,15,2022/11/13 06:05,阴,20221113,6
9999,0,Success,9999,微风,15.1,93,,200,14.5,2022/11/13 07:05,阴,20221113,7
